"Time","tlm_mb_solarpanel_1_current(mA)"
2023-10-17 03:00:00,49 mA
2023-10-17 03:00:00,582 mA
2023-10-17 03:00:00,90 mA
2023-10-17 03:00:00,12 mA
2023-10-17 03:00:00,293 mA
2023-10-17 03:00:00,2.2 mA
2023-10-17 03:00:00,18 mA
2023-10-17 03:00:00,369 mA
2023-10-17 03:00:00,67 mA
2023-10-17 03:00:00,72 mA
2023-10-17 03:00:00,34 mA
2023-10-17 03:00:00,26 mA
2023-10-17 03:00:00,3.2 mA
2023-10-17 03:00:00,209 mA
2023-10-17 03:00:00,5.6 mA
2023-10-17 03:00:00,16 mA
2023-10-18 03:00:00,2.7 mA
2023-10-18 03:00:00,2.9 mA
2023-10-18 03:00:00,52 mA
2023-10-18 03:00:00,45 mA
2023-10-18 03:00:00,250 mA
2023-10-18 03:00:00,244 mA
2023-10-18 03:00:00,458 mA
2023-10-18 03:00:00,208 mA
2023-10-18 03:00:00,2.2 mA
2023-10-18 03:00:00,355 mA
2023-10-18 03:00:00,5.6 mA
2023-10-18 03:00:00,18 mA
2023-10-18 03:00:00,543 mA
2023-10-18 03:00:00,50 mA
2023-10-18 03:00:00,15 mA
2023-10-18 03:00:00,55 mA
2023-10-18 03:00:00,198 mA
2023-10-18 03:00:00,31 mA
2023-10-18 03:00:00,275 mA
2023-10-18 03:00:00,12 mA
2023-10-18 03:00:00,29 mA
2023-10-18 03:00:00,10 mA
2023-10-18 03:00:00,5.4 mA
2023-10-19 03:00:00,8.1 mA
2023-10-19 03:00:00,53 mA
2023-10-19 03:00:00,2.7 mA
2023-10-19 03:00:00,2.9 mA
2023-10-19 03:00:00,443 mA
2023-10-19 03:00:00,613 mA
2023-10-19 03:00:00,555 mA
2023-10-19 03:00:00,610 mA
2023-10-19 03:00:00,2.2 mA
2023-10-19 03:00:00,7.3 mA
2023-10-19 03:00:00,39 mA
2023-10-19 03:00:00,8.5 mA
2023-10-19 03:00:00,8.8 mA
2023-10-19 03:00:00,13 mA
2023-10-19 03:00:00,279 mA
2023-10-19 03:00:00,39 mA
2023-10-19 03:00:00,359 mA
2023-10-19 03:00:00,3.2 mA
2023-10-19 03:00:00,36 mA
2023-10-20 03:00:00,2.7 mA
2023-10-20 03:00:00,17 mA
2023-10-20 03:00:00,270 mA
2023-10-20 03:00:00,439 mA
2023-10-20 03:00:00,6.1 mA
2023-10-20 03:00:00,11 mA
2023-10-20 03:00:00,2.2 mA
2023-10-20 03:00:00,6.6 mA
2023-10-20 03:00:00,22 mA
2023-10-20 03:00:00,60 mA
2023-10-20 03:00:00,582 mA
2023-10-20 03:00:00,2.9 mA
2023-10-20 03:00:00,3.2 mA
2023-10-20 03:00:00,716 mA
2023-10-20 03:00:00,216 mA
2023-10-20 03:00:00,23 mA
2023-10-20 03:00:00,71 mA
2023-10-20 03:00:00,5.6 mA
2023-10-20 03:00:00,25 mA
2023-10-21 03:00:00,710 mA
2023-10-21 03:00:00,31 mA
2023-10-21 03:00:00,54 mA
2023-10-21 03:00:00,5.9 mA
2023-10-21 03:00:00,317 mA
2023-10-21 03:00:00,2.4 mA
2023-10-21 03:00:00,2.9 mA
2023-10-21 03:00:00,3.2 mA
2023-10-21 03:00:00,22 mA
2023-10-21 03:00:00,9.5 mA
2023-10-21 03:00:00,294 mA
2023-10-21 03:00:00,16 mA
2023-10-21 03:00:00,17 mA
2023-10-21 03:00:00,139 mA
2023-10-21 03:00:00,230 mA
2023-10-21 03:00:00,410 mA
2023-10-21 03:00:00,38 mA
2023-10-21 03:00:00,408 mA
2023-10-21 03:00:00,29 mA
2023-10-21 03:00:00,11 mA
2023-10-22 03:00:00,2.7 mA
2023-10-22 03:00:00,145 mA
2023-10-22 03:00:00,98 mA
2023-10-22 03:00:00,455 mA
2023-10-22 03:00:00,31 mA
2023-10-22 03:00:00,2.2 mA
2023-10-22 03:00:00,29 mA
2023-10-22 03:00:00,6.3 mA
2023-10-22 03:00:00,3.2 mA
2023-10-22 03:00:00,2.9 mA
2023-10-22 03:00:00,98 mA
2023-10-22 03:00:00,5.6 mA
2023-10-22 03:00:00,239 mA
2023-10-22 03:00:00,100 mA
2023-10-22 03:00:00,48 mA
2023-10-22 03:00:00,7.6 mA
2023-10-22 03:00:00,36 mA
2023-10-22 03:00:00,22 mA
2023-10-23 03:00:00,2.7 mA
2023-10-23 03:00:00,101 mA
2023-10-23 03:00:00,6.3 mA
2023-10-23 03:00:00,33 mA
2023-10-23 03:00:00,379 mA
2023-10-23 03:00:00,260 mA
2023-10-23 03:00:00,21 mA
2023-10-23 03:00:00,73 mA
2023-10-23 03:00:00,664 mA
2023-10-23 03:00:00,51 mA
2023-10-23 03:00:00,2.2 mA
2023-10-23 03:00:00,3.2 mA
2023-10-23 03:00:00,7.8 mA
2023-10-23 03:00:00,34 mA
2023-10-23 03:00:00,11 mA
2023-10-23 03:00:00,52 mA
2023-10-24 03:00:00,3.2 mA
2023-10-24 03:00:00,286 mA
2023-10-24 03:00:00,419 mA
2023-10-24 03:00:00,6.6 mA
2023-10-24 03:00:00,2.7 mA
2023-10-24 03:00:00,2.9 mA
2023-10-24 03:00:00,22 mA
2023-10-24 03:00:00,273 mA
2023-10-24 03:00:00,370 mA
2023-10-24 03:00:00,274 mA
2023-10-24 03:00:00,5.9 mA
2023-10-24 03:00:00,249 mA
2023-10-24 03:00:00,640 mA
2023-10-24 03:00:00,6.1 mA
2023-10-24 03:00:00,11 mA
2023-10-24 03:00:00,64 mA
2023-10-24 03:00:00,2.2 mA
2023-10-24 03:00:00,442 mA
2023-10-24 03:00:00,110 mA
2023-10-24 03:00:00,163 mA
2023-10-24 03:00:00,13 mA
2023-10-24 03:00:00,29 mA
2023-10-24 03:00:00,80 mA
2023-10-24 03:00:00,610 mA
2023-10-24 03:00:00,12 mA
2023-10-24 03:00:00,93 mA
2023-10-24 03:00:00,129 mA
2023-10-24 03:00:00,126 mA
2023-10-24 03:00:00,129 mA
2023-10-24 03:00:00,199 mA
2023-10-24 03:00:00,24 mA
2023-10-25 03:00:00,2.9 mA
2023-10-25 03:00:00,68 mA
2023-10-25 03:00:00,221 mA
2023-10-25 03:00:00,16 mA
2023-10-25 03:00:00,35 mA
2023-10-25 03:00:00,41 mA
2023-10-25 03:00:00,326 mA
2023-10-25 03:00:00,2.7 mA
2023-10-25 03:00:00,163 mA
2023-10-25 03:00:00,241 mA
2023-10-25 03:00:00,48 mA
2023-10-25 03:00:00,512 mA
2023-10-25 03:00:00,33 mA
2023-10-25 03:00:00,277 mA
2023-10-25 03:00:00,198 mA
2023-10-25 03:00:00,143 mA
2023-10-25 03:00:00,45 mA
2023-10-25 03:00:00,572 mA
2023-10-25 03:00:00,30 mA
2023-10-25 03:00:00,170 mA
2023-10-25 03:00:00,35 mA
2023-10-25 03:00:00,354 mA
2023-10-25 03:00:00,27 mA
2023-10-25 03:00:00,2.4 mA
2023-10-25 03:00:00,116 mA
2023-10-25 03:00:00,176 mA
2023-10-25 03:00:00,32 mA
2023-10-25 03:00:00,5.4 mA
2023-10-25 03:00:00,309 mA
2023-10-25 03:00:00,3.2 mA
2023-10-25 03:00:00,6.1 mA
2023-10-25 03:00:00,103 mA
2023-10-25 03:00:00,379 mA
2023-10-25 03:00:00,59 mA
2023-10-26 03:00:00,41 mA
2023-10-26 03:00:00,2.9 mA
2023-10-26 03:00:00,216 mA
2023-10-26 03:00:00,10 mA
2023-10-26 03:00:00,561 mA
2023-10-26 03:00:00,484 mA
2023-10-26 03:00:00,512 mA
2023-10-26 03:00:00,214 mA
2023-10-26 03:00:00,341 mA
2023-10-26 03:00:00,22 mA
2023-10-26 03:00:00,108 mA
2023-10-26 03:00:00,70 mA
2023-10-26 03:00:00,88 mA
2023-10-26 03:00:00,339 mA
2023-10-26 03:00:00,2.2 mA
2023-10-26 03:00:00,2.4 mA
2023-10-26 03:00:00,13 mA
2023-10-26 03:00:00,3.2 mA
2023-10-26 03:00:00,5.4 mA
2023-10-26 03:00:00,565 mA
2023-10-26 03:00:00,419 mA
2023-10-26 03:00:00,18 mA
2023-10-26 03:00:00,6.3 mA
2023-10-26 03:00:00,9.3 mA
2023-10-26 03:00:00,563 mA
2023-10-26 03:00:00,554 mA
2023-10-26 03:00:00,8.3 mA
2023-10-27 03:00:00,208 mA
2023-10-27 03:00:00,342 mA
2023-10-27 03:00:00,22 mA
2023-10-27 03:00:00,142 mA
2023-10-27 03:00:00,11 mA
2023-10-27 03:00:00,30 mA
2023-10-27 03:00:00,121 mA
2023-10-27 03:00:00,53 mA
2023-10-27 03:00:00,312 mA
2023-10-27 03:00:00,591 mA
2023-10-27 03:00:00,107 mA
2023-10-27 03:00:00,428 mA
2023-10-27 03:00:00,677 mA
2023-10-27 03:00:00,93 mA
2023-10-27 03:00:00,2.2 mA
2023-10-27 03:00:00,61 mA
2023-10-27 03:00:00,32 mA
2023-10-27 03:00:00,13 mA
2023-10-27 03:00:00,184 mA
2023-10-27 03:00:00,3.2 mA
2023-10-27 03:00:00,2.9 mA
2023-10-27 03:00:00,308 mA
2023-10-27 03:00:00,5.6 mA
2023-10-28 03:00:00,76 mA
2023-10-28 03:00:00,19 mA
2023-10-28 03:00:00,5.9 mA
2023-10-28 03:00:00,29 mA
2023-10-28 03:00:00,119 mA
2023-10-28 03:00:00,32 mA
2023-10-28 03:00:00,52 mA
2023-10-28 03:00:00,2.7 mA
2023-10-28 03:00:00,676 mA
2023-10-28 03:00:00,39 mA
2023-10-28 03:00:00,94 mA
2023-10-28 03:00:00,241 mA
2023-10-28 03:00:00,7.8 mA
2023-10-28 03:00:00,180 mA
2023-10-28 03:00:00,282 mA
2023-10-28 03:00:00,220 mA
2023-10-28 03:00:00,253 mA
2023-10-28 03:00:00,75 mA
2023-10-28 03:00:00,2.2 mA
2023-10-28 03:00:00,137 mA
2023-10-28 03:00:00,2.9 mA
2023-10-28 03:00:00,3.2 mA
2023-10-28 03:00:00,13 mA
2023-10-29 03:00:00,246 mA
2023-10-29 03:00:00,5.6 mA
2023-10-29 03:00:00,2.7 mA
2023-10-29 03:00:00,2.4 mA
2023-10-29 03:00:00,2.9 mA
2023-10-29 03:00:00,411 mA
2023-10-29 03:00:00,619 mA
2023-10-29 03:00:00,61 mA
2023-10-29 03:00:00,43 mA
2023-10-29 03:00:00,533 mA
2023-10-29 03:00:00,298 mA
2023-10-29 03:00:00,7.6 mA
2023-10-29 03:00:00,65 mA
2023-10-29 03:00:00,2.2 mA
2023-10-29 03:00:00,23 mA
2023-10-29 03:00:00,8.5 mA
2023-10-30 03:00:00,24 mA
2023-10-30 03:00:00,2.7 mA
2023-10-30 03:00:00,60 mA
2023-10-30 03:00:00,279 mA
2023-10-30 03:00:00,90 mA
2023-10-30 03:00:00,2.9 mA
2023-10-30 03:00:00,30 mA
2023-10-31 03:00:00,532 mA
2023-10-31 03:00:00,28 mA
2023-10-31 03:00:00,32 mA
2023-10-31 03:00:00,25 mA
2023-10-31 03:00:00,15 mA
2023-10-31 03:00:00,25 mA
2023-10-31 03:00:00,36 mA
2023-10-31 03:00:00,36 mA
2023-10-31 03:00:00,31 mA
2023-10-31 03:00:00,2.9 mA
2023-10-31 03:00:00,2.7 mA
2023-10-31 03:00:00,127 mA
2023-10-31 03:00:00,45 mA
2023-10-31 03:00:00,24 mA
2023-10-31 03:00:00,337 mA
2023-10-31 03:00:00,185 mA
2023-10-31 03:00:00,46 mA
2023-10-31 03:00:00,40 mA
2023-10-31 03:00:00,28 mA
2023-10-31 03:00:00,5.9 mA
2023-10-31 03:00:00,6.1 mA
2023-10-31 03:00:00,170 mA
2023-10-31 03:00:00,2.2 mA
2023-10-31 03:00:00,39 mA
2023-11-01 03:00:00,10 mA
2023-11-01 03:00:00,15 mA
2023-11-01 03:00:00,2.9 mA
2023-11-01 03:00:00,380 mA
2023-11-01 03:00:00,58 mA
2023-11-01 03:00:00,64 mA
2023-11-01 03:00:00,57 mA
2023-11-01 03:00:00,260 mA
2023-11-01 03:00:00,13 mA
2023-11-01 03:00:00,17 mA
2023-11-01 03:00:00,6.6 mA
2023-11-01 03:00:00,7.8 mA
2023-11-01 03:00:00,2.2 mA
2023-11-01 03:00:00,24 mA
2023-11-01 03:00:00,23 mA
2023-11-01 03:00:00,2.4 mA
2023-11-01 03:00:00,29 mA
2023-11-01 03:00:00,23 mA
2023-11-01 03:00:00,5.4 mA
2023-11-02 03:00:00,22 mA
2023-11-02 03:00:00,175 mA
2023-11-02 03:00:00,46 mA
2023-11-02 03:00:00,5.4 mA
2023-11-02 03:00:00,2.7 mA
2023-11-02 03:00:00,2.9 mA
2023-11-02 03:00:00,2.4 mA
2023-11-02 03:00:00,75 mA
2023-11-02 03:00:00,385 mA
2023-11-02 03:00:00,517 mA
2023-11-02 03:00:00,37 mA
2023-11-02 03:00:00,43 mA
2023-11-02 03:00:00,54 mA
2023-11-02 03:00:00,2.2 mA
2023-11-02 03:00:00,6.1 mA
2023-11-02 03:00:00,3.2 mA
2023-11-02 03:00:00,5.1 mA
2023-11-02 03:00:00,109 mA
2023-11-03 03:00:00,52 mA
2023-11-03 03:00:00,265 mA
2023-11-03 03:00:00,13 mA
2023-11-03 03:00:00,73 mA
2023-11-03 03:00:00,95 mA
2023-11-03 03:00:00,2.4 mA
2023-11-03 03:00:00,2.7 mA
2023-11-03 03:00:00,2.9 mA
2023-11-03 03:00:00,85 mA
2023-11-03 03:00:00,104 mA
2023-11-03 03:00:00,163 mA
2023-11-03 03:00:00,446 mA
2023-11-03 03:00:00,8.1 mA
2023-11-03 03:00:00,104 mA
2023-11-03 03:00:00,116 mA
2023-11-03 03:00:00,80 mA
2023-11-03 03:00:00,197 mA
2023-11-03 03:00:00,11 mA
2023-11-03 03:00:00,2.2 mA
2023-11-03 03:00:00,158 mA
2023-11-03 03:00:00,75 mA
2023-11-03 03:00:00,5.6 mA
2023-11-04 03:00:00,20 mA
2023-11-04 03:00:00,9.5 mA
2023-11-04 03:00:00,33 mA
2023-11-04 03:00:00,142 mA
2023-11-04 03:00:00,29 mA
2023-11-04 03:00:00,32 mA
2023-11-04 03:00:00,12 mA
2023-11-04 03:00:00,5.1 mA
2023-11-04 03:00:00,2.9 mA
2023-11-04 03:00:00,23 mA
2023-11-04 03:00:00,2.4 mA
2023-11-04 03:00:00,2.7 mA
2023-11-04 03:00:00,579 mA
2023-11-04 03:00:00,605 mA
2023-11-04 03:00:00,69 mA
2023-11-04 03:00:00,89 mA
2023-11-04 03:00:00,72 mA
2023-11-04 03:00:00,83 mA
2023-11-04 03:00:00,163 mA
2023-11-04 03:00:00,96 mA
2023-11-04 03:00:00,592 mA
2023-11-04 03:00:00,239 mA
2023-11-04 03:00:00,82 mA
2023-11-04 03:00:00,141 mA
2023-11-04 03:00:00,9.3 mA
2023-11-04 03:00:00,5.9 mA
2023-11-04 03:00:00,2.2 mA
2023-11-04 03:00:00,29 mA
2023-11-04 03:00:00,3.2 mA
2023-11-04 03:00:00,25 mA
2023-11-04 03:00:00,173 mA
2023-11-04 03:00:00,13 mA
2023-11-04 03:00:00,69 mA
2023-11-04 03:00:00,8.8 mA
2023-11-04 03:00:00,163 mA
2023-11-04 03:00:00,233 mA
2023-11-05 03:00:00,97 mA
2023-11-05 03:00:00,18 mA
2023-11-05 03:00:00,5.9 mA
2023-11-05 03:00:00,18 mA
2023-11-05 03:00:00,15 mA
2023-11-05 03:00:00,9.3 mA
2023-11-05 03:00:00,48 mA
2023-11-05 03:00:00,32 mA
2023-11-05 03:00:00,28 mA
2023-11-05 03:00:00,548 mA
2023-11-05 03:00:00,9.5 mA
2023-11-05 03:00:00,317 mA
2023-11-05 03:00:00,29 mA
2023-11-05 03:00:00,15 mA
2023-11-05 03:00:00,20 mA
2023-11-05 03:00:00,35 mA
2023-11-05 03:00:00,6.3 mA
2023-11-05 03:00:00,499 mA
2023-11-05 03:00:00,2.2 mA
2023-11-05 03:00:00,2.9 mA
2023-11-05 03:00:00,233 mA
2023-11-05 03:00:00,13 mA
2023-11-05 03:00:00,10 mA
2023-11-05 03:00:00,201 mA
2023-11-05 03:00:00,11 mA
2023-11-06 03:00:00,54 mA
2023-11-06 03:00:00,476 mA
2023-11-06 03:00:00,10 mA
2023-11-06 03:00:00,38 mA
2023-11-06 03:00:00,6.6 mA
2023-11-06 03:00:00,2.7 mA
2023-11-06 03:00:00,55 mA
2023-11-06 03:00:00,15 mA
2023-11-06 03:00:00,14 mA
2023-11-06 03:00:00,36 mA
2023-11-06 03:00:00,92 mA
2023-11-06 03:00:00,60 mA
2023-11-06 03:00:00,305 mA
2023-11-06 03:00:00,7.1 mA
2023-11-06 03:00:00,2.9 mA
2023-11-06 03:00:00,3.2 mA
2023-11-06 03:00:00,9.8 mA
2023-11-06 03:00:00,180 mA
2023-11-06 03:00:00,30 mA
2023-11-06 03:00:00,24 mA
2023-11-07 03:00:00,6.3 mA
2023-11-07 03:00:00,5.9 mA
2023-11-07 03:00:00,19 mA
2023-11-07 03:00:00,11 mA
2023-11-07 03:00:00,36 mA
2023-11-07 03:00:00,2.7 mA
2023-11-07 03:00:00,2.4 mA
2023-11-07 03:00:00,192 mA
2023-11-07 03:00:00,304 mA
2023-11-07 03:00:00,567 mA
2023-11-07 03:00:00,330 mA
2023-11-07 03:00:00,452 mA
2023-11-07 03:00:00,10 mA
2023-11-07 03:00:00,494 mA
2023-11-07 03:00:00,142 mA
2023-11-07 03:00:00,168 mA
2023-11-07 03:00:00,51 mA
2023-11-07 03:00:00,9.3 mA
2023-11-07 03:00:00,98 mA
2023-11-07 03:00:00,39 mA
2023-11-07 03:00:00,173 mA
2023-11-07 03:00:00,2.2 mA
2023-11-07 03:00:00,2.9 mA
2023-11-07 03:00:00,525 mA
2023-11-07 03:00:00,5.4 mA
2023-11-08 03:00:00,14 mA
2023-11-08 03:00:00,37 mA
2023-11-08 03:00:00,24 mA
2023-11-08 03:00:00,2.7 mA
2023-11-08 03:00:00,35 mA
2023-11-08 03:00:00,548 mA
2023-11-08 03:00:00,125 mA
2023-11-08 03:00:00,301 mA
2023-11-08 03:00:00,68 mA
2023-11-08 03:00:00,19 mA
2023-11-08 03:00:00,24 mA
2023-11-08 03:00:00,50 mA
2023-11-08 03:00:00,5.9 mA
2023-11-08 03:00:00,7.3 mA
2023-11-08 03:00:00,360 mA
2023-11-08 03:00:00,20 mA
2023-11-08 03:00:00,2.2 mA
2023-11-08 03:00:00,2.4 mA
2023-11-08 03:00:00,13 mA
2023-11-08 03:00:00,268 mA
2023-11-08 03:00:00,5.4 mA
2023-11-08 03:00:00,130 mA
2023-11-08 03:00:00,4.9 mA
2023-11-08 03:00:00,2.9 mA
2023-11-08 03:00:00,16 mA
2023-11-08 03:00:00,515 mA
2023-11-08 03:00:00,17 mA
2023-11-08 03:00:00,320 mA
2023-11-08 03:00:00,179 mA
2023-11-09 03:00:00,6.1 mA
2023-11-09 03:00:00,128 mA
2023-11-09 03:00:00,10 mA
2023-11-09 03:00:00,421 mA
2023-11-09 03:00:00,5.6 mA
2023-11-09 03:00:00,2.7 mA
2023-11-09 03:00:00,11 mA
2023-11-09 03:00:00,2.4 mA
2023-11-09 03:00:00,5.9 mA
2023-11-09 03:00:00,125 mA
2023-11-09 03:00:00,681 mA
2023-11-09 03:00:00,38 mA
2023-11-09 03:00:00,21 mA
2023-11-09 03:00:00,77 mA
2023-11-09 03:00:00,17 mA
2023-11-09 03:00:00,11 mA
2023-11-09 03:00:00,2.2 mA
2023-11-09 03:00:00,13 mA
2023-11-09 03:00:00,2.9 mA
2023-11-10 03:00:00,10 mA
2023-11-10 03:00:00,7.1 mA
2023-11-10 03:00:00,199 mA
2023-11-10 03:00:00,2.7 mA
2023-11-10 03:00:00,6.1 mA
2023-11-10 03:00:00,539 mA
2023-11-10 03:00:00,276 mA
2023-11-10 03:00:00,2.2 mA
2023-11-10 03:00:00,2.4 mA
2023-11-10 03:00:00,70 mA
2023-11-10 03:00:00,106 mA
2023-11-10 03:00:00,11 mA
2023-11-10 03:00:00,5.9 mA
2023-11-10 03:00:00,2.9 mA
2023-11-10 03:00:00,12 mA
2023-11-10 03:00:00,7.3 mA
2023-11-10 03:00:00,12 mA
2023-11-10 03:00:00,18 mA
2023-11-10 03:00:00,29 mA
2023-11-11 03:00:00,5.9 mA
2023-11-11 03:00:00,201 mA
2023-11-11 03:00:00,232 mA
2023-11-11 03:00:00,31 mA
2023-11-11 03:00:00,9.8 mA
2023-11-11 03:00:00,15 mA
2023-11-11 03:00:00,2.7 mA
2023-11-11 03:00:00,5.4 mA
2023-11-11 03:00:00,93 mA
2023-11-11 03:00:00,429 mA
2023-11-11 03:00:00,268 mA
2023-11-11 03:00:00,2.4 mA
2023-11-11 03:00:00,125 mA
2023-11-11 03:00:00,39 mA
2023-11-11 03:00:00,2.2 mA
2023-11-11 03:00:00,27 mA
2023-11-11 03:00:00,393 mA
2023-11-11 03:00:00,21 mA
2023-11-11 03:00:00,2.9 mA
2023-11-11 03:00:00,31 mA
2023-11-11 03:00:00,12 mA
2023-11-12 03:00:00,22 mA
2023-11-12 03:00:00,2.4 mA
2023-11-12 03:00:00,2.7 mA
2023-11-12 03:00:00,6.3 mA
2023-11-12 03:00:00,11 mA
2023-11-12 03:00:00,2.2 mA
2023-11-12 03:00:00,69 mA
2023-11-12 03:00:00,10 mA
2023-11-12 03:00:00,156 mA
2023-11-12 03:00:00,63 mA
2023-11-12 03:00:00,19 mA
2023-11-12 03:00:00,15 mA
2023-11-12 03:00:00,249 mA
2023-11-12 03:00:00,19 mA
2023-11-12 03:00:00,374 mA
2023-11-12 03:00:00,2.9 mA
2023-11-12 03:00:00,132 mA
2023-11-12 03:00:00,14 mA
2023-11-13 03:00:00,196 mA
2023-11-13 03:00:00,25 mA
2023-11-13 03:00:00,427 mA
2023-11-13 03:00:00,6.6 mA
2023-11-13 03:00:00,2.2 mA
2023-11-13 03:00:00,2.4 mA
2023-11-13 03:00:00,51 mA
2023-11-13 03:00:00,11 mA
2023-11-13 03:00:00,8.3 mA
2023-11-13 03:00:00,20 mA
2023-11-13 03:00:00,14 mA
2023-11-13 03:00:00,80 mA
2023-11-13 03:00:00,21 mA
2023-11-13 03:00:00,5.6 mA
2023-11-13 03:00:00,21 mA
2023-11-13 03:00:00,7.1 mA
2023-11-13 03:00:00,30 mA
2023-11-13 03:00:00,2.7 mA
2023-11-13 03:00:00,2.9 mA
2023-11-13 03:00:00,13 mA
2023-11-13 03:00:00,74 mA
2023-11-13 03:00:00,307 mA
2023-11-14 03:00:00,53 mA
2023-11-14 03:00:00,176 mA
2023-11-14 03:00:00,286 mA
2023-11-14 03:00:00,5.6 mA
2023-11-14 03:00:00,216 mA
2023-11-14 03:00:00,118 mA
2023-11-14 03:00:00,2.4 mA
2023-11-14 03:00:00,59 mA
2023-11-14 03:00:00,508 mA
2023-11-14 03:00:00,51 mA
2023-11-14 03:00:00,13 mA
2023-11-14 03:00:00,2.7 mA
2023-11-14 03:00:00,2.9 mA
2023-11-14 03:00:00,31 mA
2023-11-15 03:00:00,17 mA
2023-11-15 03:00:00,9.5 mA
2023-11-15 03:00:00,31 mA
2023-11-15 03:00:00,4.9 mA
2023-11-15 03:00:00,72 mA
2023-11-15 03:00:00,2.4 mA
2023-11-15 03:00:00,2.7 mA
2023-11-15 03:00:00,11 mA
2023-11-15 03:00:00,46 mA
2023-11-15 03:00:00,57 mA
2023-11-15 03:00:00,87 mA
2023-11-15 03:00:00,47 mA
2023-11-15 03:00:00,36 mA
2023-11-15 03:00:00,33 mA
2023-11-15 03:00:00,2.2 mA
2023-11-15 03:00:00,13 mA
2023-11-15 03:00:00,26 mA
2023-11-15 03:00:00,21 mA
2023-11-15 03:00:00,17 mA
2023-11-15 03:00:00,2.9 mA
2023-11-15 03:00:00,392 mA
2023-11-15 03:00:00,14 mA
2023-11-15 03:00:00,377 mA
2023-11-15 03:00:00,16 mA
2023-11-15 03:00:00,121 mA
2023-11-15 03:00:00,14 mA
2023-11-15 03:00:00,56 mA
2023-11-15 03:00:00,29 mA
2023-11-15 03:00:00,357 mA
2023-11-16 03:00:00,30 mA
2023-11-16 03:00:00,17 mA
2023-11-16 03:00:00,25 mA
2023-11-16 03:00:00,36 mA
2023-11-16 03:00:00,2.2 mA
2023-11-16 03:00:00,2.4 mA
2023-11-16 03:00:00,58 mA
2023-11-16 03:00:00,119 mA
2023-11-16 03:00:00,50 mA
2023-11-16 03:00:00,3.9 mA
2023-11-16 03:00:00,5.9 mA
2023-11-16 03:00:00,33 mA
2023-11-16 03:00:00,9.3 mA
2023-11-16 03:00:00,4.9 mA
2023-11-16 03:00:00,2.7 mA
2023-11-16 03:00:00,245 mA
2023-11-16 03:00:00,7.6 mA
2023-11-16 03:00:00,28 mA
2023-11-16 03:00:00,5.6 mA
2023-11-16 03:00:00,23 mA
2023-11-16 03:00:00,246 mA
2023-11-16 03:00:00,358 mA
2023-11-17 03:00:00,137 mA
2023-11-17 03:00:00,67 mA
2023-11-17 03:00:00,2.4 mA
2023-11-17 03:00:00,432 mA
2023-11-17 03:00:00,10 mA
2023-11-17 03:00:00,56 mA
2023-11-17 03:00:00,2.2 mA
2023-11-17 03:00:00,21 mA
2023-11-17 03:00:00,2.7 mA
2023-11-17 03:00:00,2.9 mA
2023-11-17 03:00:00,43 mA
2023-11-17 03:00:00,5.6 mA
2023-11-17 03:00:00,45 mA
2023-11-17 03:00:00,28 mA
2023-11-17 03:00:00,36 mA
2023-11-17 03:00:00,7.3 mA
2023-11-17 03:00:00,62 mA
2023-11-17 03:00:00,13 mA
2023-11-18 03:00:00,2.2 mA
2023-11-18 03:00:00,2.4 mA
2023-11-18 03:00:00,151 mA
2023-11-18 03:00:00,437 mA
2023-11-18 03:00:00,584 mA
2023-11-18 03:00:00,57 mA
2023-11-18 03:00:00,62 mA
2023-11-18 03:00:00,10 mA
2023-11-18 03:00:00,2.7 mA
2023-11-18 03:00:00,2.9 mA
2023-11-18 03:00:00,12 mA
2023-11-18 03:00:00,196 mA
2023-11-18 03:00:00,15 mA
2023-11-18 03:00:00,182 mA
2023-11-18 03:00:00,31 mA
2023-11-18 03:00:00,9.5 mA
2023-11-18 03:00:00,65 mA
2023-11-18 03:00:00,15 mA
2023-11-18 03:00:00,12 mA
2023-11-18 03:00:00,83 mA
2023-11-19 03:00:00,2.4 mA
2023-11-19 03:00:00,157 mA
2023-11-19 03:00:00,34 mA
2023-11-19 03:00:00,51 mA
2023-11-19 03:00:00,203 mA
2023-11-19 03:00:00,17 mA
2023-11-19 03:00:00,2.7 mA
2023-11-19 03:00:00,34 mA
2023-11-19 03:00:00,15 mA
2023-11-19 03:00:00,5.6 mA
2023-11-19 03:00:00,15 mA
2023-11-19 03:00:00,71 mA
2023-11-19 03:00:00,155 mA
2023-11-19 03:00:00,14 mA
2023-11-19 03:00:00,91 mA
2023-11-19 03:00:00,2.9 mA
2023-11-19 03:00:00,24 mA
2023-11-19 03:00:00,220 mA
2023-11-19 03:00:00,27 mA
2023-11-19 03:00:00,181 mA
2023-11-19 03:00:00,24 mA
2023-11-19 03:00:00,17 mA
2023-11-19 03:00:00,14 mA
2023-11-20 03:00:00,2.4 mA
2023-11-20 03:00:00,2.7 mA
2023-11-20 03:00:00,349 mA
2023-11-20 03:00:00,332 mA
2023-11-20 03:00:00,6.1 mA
2023-11-20 03:00:00,31 mA
2023-11-20 03:00:00,9.8 mA
2023-11-20 03:00:00,577 mA
2023-11-20 03:00:00,19 mA
2023-11-20 03:00:00,5.6 mA
2023-11-20 03:00:00,44 mA
2023-11-20 03:00:00,2.9 mA
2023-11-20 03:00:00,6.6 mA
2023-11-20 03:00:00,19 mA
2023-11-20 03:00:00,25 mA
2023-11-20 03:00:00,7.8 mA
